No Kel Layanan;MDC;Kelompok layanan;"Kode
ICD";Deskripsi ICD/Nama Penyakit;"Tujuan
Kompetensi"
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.71;Simple suture of common bile duct;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.72;Choledochoplasty;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.81;Dilation of sphincter of Oddi;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.82;Pancreatic sphincterotomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.83;Pancreatic sphincteroplasty;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.89;Other operations on sphincter of Oddi;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.92;Closure of cholecystostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.93;Closure of other biliary fistula;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.94;Revision of anastomosis of biliary tract;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.95;Removal of prosthetic device from bile duct;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;51.99;Other operations on biliary tract;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;52.01;Drainage of pancreatic cyst by catheter;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;52.09;Other pancreatotomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;52.22;"Other excision or destruction of lesion or tissue of pancreas or
pancreatic duct";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;52.3;Marsupialization of pancreatic cyst;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;52.4;Internal drainage of pancreatic cyst;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;52.51;Proximal pancreatectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;52.52;Distal pancreatectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;52.53;Radical subtotal pancreatectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;52.59;Other partial pancreatectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;52.60;Laparoscopic total pancreatectomy (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;52.7;Radical pancreaticoduodenectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;52.70;Laparoscopic pancreaticoduodenectomy (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;52.92;Cannulation of pancreatic duct;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;52.95;Other repair of pancreas;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;52.96;Anastomosis of pancreas;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;52.99;Other operations on pancreas;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;54.21;Laparoscopy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;54.61;Reclosure of postoperative disruption of abdominal wall;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;54.62;Delayed closure of granulating abdominal wound;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;54.94;Creation of peritoneovascular shunt;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;55.520;Living donor nephrectomy (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;55.521;Deceased donor nephrectomy (cadaver) (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;55.54;Bilateral nephrectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;55.61;Renal autotransplantation;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;55.69;Other kidney transplantation;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;55.7;Nephropexy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;55.91;Decapsulation of kidney;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;55.97;Implantation or replacement of mechanical kidney;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;55.98;Removal of mechanical kidney;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;56.0;"Transurethral removal of obstruction from ureter and renal
pelvis";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;56.1;Ureteral meatotomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;56.2;Ureterotomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;56.51;Formation of cutaneous uretero-ileostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;56.52;Revision of cutaneous uretero-ileostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;56.61;Formation of other cutaneous ureterostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;56.62;Revision of other cutaneous ureterostomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;56.71;Urinary diversion to intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;56.72;Revision of ureterointestinal anastomosis;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;56.73;Nephrocystanastomosis, not otherwise specified;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;56.81;Lysis of intraluminal adhesions of ureter;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;57.6;Partial cystectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;57.71;Radical cystectomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;57.72;"Cystectomy with formation of cutaneous uretero-ileostomy
(incontinent intestinal urine reservoir formation) (IM)";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;57.73;"Cystectomy with laparoscopic ureter transplantation into
intestine (IM)";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;57.74;"Cystectomy with intestinal urinary diversion (continent intestinal
urine reservoir formation) (IM)";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;57.75;Cystectomy with continent valve formation (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;57.83;Repair of fistula involving bladder and intestine;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;68.8;Pelvic evisceration;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;69.42;Closure of fistula of uterus;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;70.72;Repair of colovaginal fistula;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;70.73;Repair of rectovaginal fistula;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;70.74;Repair of other vaginoenteric fistula;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;70.75;Repair of other fistula of vagina;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;71.72;Repair of fistula of vulva or perineum;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;87.53;Intraoperative cholangiogram;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.43;Resection of vessel with replacement, upper limb vessels;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;80.21;Arthroscopy, shoulder;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;80.22;Arthroscopy, elbow;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;80.23;Arthroscopy, wrist;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;80.24;Arthroscopy, hand and finger;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;81.80;Other total shoulder replacement;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;81.97;Revision of joint replacement of upper extremity;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;84.23;Forearm, wrist, or hand reattachment;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;84.24;Upper arm reattachment;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.48;Resection of vessel with replacement, lower limb arteries;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;38.49;Resection of vessel with replacement, lower limb veins;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;80.25;Arthroscopy, hip;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;80.26;Arthroscopy, knee;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;80.27;Arthroscopy, ankle;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;80.28;Arthroscopy, foot and toe;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;81.59;"Revision of joint replacement of lower extremity, not elsewhere
classified";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;84.26;Foot reattachment;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;84.27;Lower leg or ankle reattachment;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;84.28;Thigh reattachment;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;86.66;Homograft to skin;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;86.67;Dermal regenerative graft;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;86.710;Tongue flap (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;86.72;Advancement of pedicle graft;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;86.74;Attachment of pedicle or flap graft to other sites;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;86.741;Deltopectoral flap (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;86.75;Revision of pedicle or flap graft;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;86.89;Other repair and reconstruction of skin and subcutaneous tissue;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;86.93;Insertion of tissue expander;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;04.3;Suture of cranial and peripheral nerves;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;04.79;Other neuroplasty;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;05.81;Repair of sympathetic nerve or ganglion;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;08.61;Reconstruction of eyelid with skin flap or graft;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;08.62;Reconstruction of eyelid with mucous membrane flap or graft;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;08.63;Reconstruction of eyelid with hair follicle graft;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;08.64;Reconstruction of eyelid with tarsoconjunctival flap;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;08.69;Other reconstruction of eyelid with flaps or grafts;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;08.70;Reconstruction of eyelid, not otherwise specified;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;13.02;Removal of foreign body from lens without use of magnet;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;14.00;"Removal of foreign body from posterior segment of eye, not
otherwise specified";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;14.01;"Removal of foreign body from posterior segment of eye with use
of magnet";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;14.02;"Removal of foreign body from posterior segment of eye without
use of magnet";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;16.1;"Removal of penetrating foreign body from eye, not otherwise
specified";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;16.31;"Removal of ocular contents with synchronous implant into
scleral shell";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;18.6;Reconstruction of external auditory canal;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;18.71;Construction of auricle of ear;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;18.72;Reattachment of amputated ear;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;18.79;Other plastic repair of external ear;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;26.49;Other repair and plastic operations on salivary gland or duct;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;29.0;Pharyngotomy;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;29.59;Other repair of pharynx;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;31.64;Repair of laryngeal fracture;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;31.71;Suture of laceration of trachea;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;31.711;"Suture of tracheal wound or injury; cervical (IM)";Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;39.57;Repair of blood vessel with synthetic patch graft;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;39.58;Repair of blood vessel with unspecified type of patch graft;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;39.59;Other repair of vessel;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;77.30;Other division of bone, unspecified site;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;77.39;Other division of bone, other bones;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;77.70;Excision of bone for graft, unspecified site;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;77.79;Excision of bone for graft, other bones;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;77.80;Other partial ostectomy, unspecified site;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;77.89;Other partial ostectomy, other bones;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;77.90;Total ostectomy, unspecified site;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;77.99;Total ostectomy, other bones;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;78.09;Bone graft, other bones;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;78.40;Other repair or plastic operations on bone, unspecified site;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;78.59;Internal fixation of bone without fracture reduction, other bones;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;78.90;Insertion of bone growth stimulator, unspecified site;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;78.99;Insertion of bone growth stimulator, other bones;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;79.80;Open reduction of dislocation of unspecified site;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;79.89;Open reduction of dislocation of other specified sites;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;80.10;Other arthrotomy, unspecified site;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;80.20;Arthroscopy, unspecified site;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;80.29;Arthroscopy, other specified sites;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;80.70;Synovectomy, unspecified site;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;80.90;Other excision of joint, unspecified site;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;81.20;Arthrodesis of unspecified joint;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;84.29;Other reattachment of extremity;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;39.590;Direct anastomosis for renal artery repair (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;39.591;Direct anastomosis for renal vein repair (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.2;Fracture of nasal bones;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.21;Fracture of nasal bones, open;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.3;Fracture of orbital floor;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.30;Fracture of orbital floor, closed;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.31;Fracture of orbital floor, open;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.4;Fracture of malar and maxillary bones;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.40;Fracture of malar and maxillary bones, closed;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.401;Closed Fracture of malar bone [zygoma] (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.407;Multiple closed fracture of malar and maxillary bones (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.41;Fracture of malar and maxillary bones, open;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.411;Open Fracture of malar bone [zygoma] (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.417;Multiple open fracture of malar and maxillary bones (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.602;Closed Fracture of condyle (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.603;Closed Fracture of coronoid process (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.604;Closed Fracture of ramus (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.606;Closed Fracture of angle (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.607;Multiple closed fractures of mandible (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.612;Open Fracture of condyle (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.613;Open Fracture of coronoid process (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.614;Open Fracture of ramus (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.616;Open Fracture of angle (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.617;Multiple open fractures of mandible (IM);Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.7;Multiple fractures involving skull and facial bones;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.70;Multiple fractures involving skull and facial bones, closed;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.71;Multiple fractures involving skull and facial bones, open;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.8;Fractures of other skull and facial bones;Utama
20;31;Kelompok Layanan Trauma dan Multiple Trauma;S02.80;Fractures of other skull and facial bones, closed;Utama
